Bitvectors: 1000

---------------------- End of Analysis ----------------------


---------------------- Begin  Analysis ----------------------
Output for input file ./input/input235.in
Bitvector: 000111011110111011110110001010010111111100001001110111001010001111110010111000000010111001011001101001100001111011111001011000010010111100101011 (length: 144)
RESULT name=benjamin_claus time=9 space=17408
Output comparisons: 576 (cs: 576, cpp: 577)
   Query            Expected (C#)        Returned (C++)

                [ No Failures to Show ]

---------------------- End of Analysis ----------------------


---------------------- Begin  Analysis ----------------------
Output for input file ./input/input236.in
Bitvector: 0000001101000110001011101100111111011001001000100100101000100111100100011001 (length: 76)
RESULT name=benjamin_claus time=4 space=10368
Output comparisons: 304 (cs: 304, cpp: 305)
   Query            Expected (C#)        Returned (C++)

                [ No Failures to Show ]

---------------------- End of Analysis ----------------------


---------------------- Begin  Analysis ----------------------
Output for input file ./input/input237.in
Bitvector: 01110011111101100100100000000 (length: 29)
RESULT name=benjamin_claus time=1 space=7680
Output comparisons: 116 (cs: 116, cpp: 117)
   Query            Expected (C#)        Returned (C++)

                [ No Failures to Show ]

---------------------- End of Analysis ----------------------


---------------------- Begin  Analysis ----------------------
Output for input file ./input/input238.in
Bitvector: 0111110110110101000001000111110010110001110111110011110110101110111110101001111010000011010001101111111111110010 (length: 112)
RESULT name=benjamin_claus time=7 space=12480
Output comparisons: 448 (cs: 448, cpp: 449)
   Query            Expected (C#)        Returned (C++)

                [ No Failures to Show ]

---------------------- End of Analysis ----------------------


---------------------- Begin  Analysis ----------------------
Output for input file ./input/input239.in
Bitvector: 101110010101101101011101101100110000110111000010000100111010 (length: 60)
RESULT name=benjamin_claus time=3 space=7680
Output comparisons: 240 (cs: 240, cpp: 241)
   Query            Expected (C#)        Returned (C++)

                [ No Failures to Show ]

---------------------- End of Analysis ----------------------


---------------------- Begin  Analysis ----------------------
Output for input file ./input/input240.in
Bitvector: 011000011011010101001100101101100101110000010000100101000010 (length: 60)
RESULT name=benjamin_claus time=3 space=7680
Output comparisons: 240 (cs: 240, cpp: 241)
   Query            Expected (C#)        Returned (C++)

                [ No Failures to Show ]

---------------------- End of Analysis ----------------------


---------------------- Begin  Analysis ----------------------
Output for input file ./input/input241.in
Bitvector: 011010010100100000010101110100111101011010111 (length: 45)
RESULT name=benjamin_claus time=2 space=7680
Output comparisons: 180 (cs: 180, cpp: 181)
   Query            Expected (C#)        Returned (C++)

                [ No Failures to Show ]

---------------------- End of Analysis ----------------------


---------------------- Begin  Analysis ----------------------
Output for input file ./input/input242.in
Bitvector: 10001110000101010110101111000110010110100001000101101111001 (length: 59)
RESULT name=benjamin_claus time=3 space=7680
Output comparisons: 236 (cs: 236, cpp: 237)
   Query            Expected (C#)        Returned (C++)

                [ No Failures to Show ]

---------------------- End of Analysis ----------------------


---------------------- Begin  Analysis ----------------------
Output for input file ./input/input243.in
Bitvector: 0111001111110000111111101101000011001111111101000000111110010000000010011101110100110011101010110111110111101100111101101110000111111000111110110000 (length: 148)
RESULT name=benjamin_claus time=9 space=15296
Output comparisons: 592 (cs: 592, cpp: 593)
   Query            Expected (C#)        Returned (C++)

                [ No Failures to Show ]

---------------------- End of Analysis ----------------------


---------------------- Begin  Analysis ----------------------
Output for input file ./input/input244.in
Bitvector: 11100000001100101100011010101000100100011111001100001000010100110011100 (length: 71)
RESULT name=benjamin_claus time=4 space=10368
Output comparisons: 284 (cs: 284, cpp: 285)
   Query            Expected (C#)        Returned (C++)

                [ No Failures to Show ]

---------------------- End of Analysis ----------------------


---------------------- Begin  Analysis ----------------------
Output for input file ./input/input245.in
Bitvector: 001111011110101010001111011111110111111000110110100011000100011101111011110000111111111000000001 (length: 96)
RESULT name=benjamin_claus time=6 space=10368
Output comparisons: 384 (cs: 384, cpp: 385)
   Query            Expected (C#)        Returned (C++)

                [ No Failures to Show ]

---------------------- End of Analysis ----------------------


---------------------- Begin  Analysis ----------------------
Output for input file ./input/input246.in
Bitvector: 00010001100001111000100110000001001101100000111001011010011000000110100100000100100001110 (length: 89)
RESULT name=benjamin_claus time=5 space=10368
Output comparisons: 356 (cs: 356, cpp: 357)
   Query            Expected (C#)        Returned (C++)

                [ No Failures to Show ]

---------------------- End of Analysis ----------------------


---------------------- Begin  Analysis ----------------------
Output for input file ./input/input247.in
Bitvector: 110110100011000101100000010100111010011100110110100000001001110001111 (length: 69)
RESULT name=benjamin_claus time=4 space=10368
Output comparisons: 276 (cs: 276, cpp: 277)
   Query            Expected (C#)        Returned (C++)

                [ No Failures to Show ]

---------------------- End of Analysis ----------------------


---------------------- Begin  Analysis ----------------------
Output for input file ./input/input248.in
Bitvector: 0100100101110011011100010011011000000010101101111000000001101110000010011111010011110100101000100100110111011110011100100001011010101101111 (length: 139)
RESULT name=benjamin_claus time=8 space=17408
Output comparisons: 556 (cs: 556, cpp: 557)
   Query            Expected (C#)        Returned (C++)

                [ No Failures to Show ]

---------------------- End of Analysis ----------------------


---------------------- Begin  Analysis ----------------------
Output for input file ./input/input249.in
Bitvector: 0111101111010110011110010100011101111000001000000011000000100100100111001001000101100011100110001111101011100101000010000001 (length: 124)
RESULT name=benjamin_claus time=7 space=12480
Output comparisons: 496 (cs: 496, cpp: 497)
   Query            Expected (C#)        Returned (C++)

                [ No Failures to Show ]

---------------------- End of Analysis ----------------------


---------------------- Begin  Analysis ----------------------
Output for input file ./input/input250.in
Bitvector: 1110001110001100110000000110000010010010100101111101110001000111011100010111110000000000111011100010110110111001110 (length: 115)
RESULT name=benjamin_claus time=7 space=10368
Output comparisons: 460 (cs: 460, cpp: 461)
   Query            Expected (C#)        Returned (C++)

                [ No Failures to Show ]

---------------------- End of Analysis ----------------------


---------------------- Begin  Analysis ----------------------
Output for input file ./input/input251.in
Bitvector: 11111000111111111001000010101101011 (length: 35)
RESULT name=benjamin_claus time=2 space=7680
Output comparisons: 140 (cs: 140, cpp: 141)
   Query            Expected (C#)        Returned (C++)

                [ No Failures to Show ]

---------------------- End of Analysis ----------------------


---------------------- Begin  Analysis ----------------------
Output for input file ./input/input252.in
Bitvector: 0101101000010111010001000110001000010011110001010100011101000011011011 (length: 70)
RESULT name=benjamin_claus time=4 space=10368
Output comparisons: 280 (cs: 280, cpp: 281)
   Query            Expected (C#)        Returned (C++)

                [ No Failures to Show ]

---------------------- End of Analysis ----------------------


---------------------- Begin  Analysis ----------------------
Output for input file ./input/input253.in
Bitvector: 0111110111001001110111100101001111001011010111011110010101000 (length: 61)
RESULT name=benjamin_claus time=3 space=7680
Output comparisons: 244 (cs: 244, cpp: 245)
   Query            Expected (C#)        Returned (C++)

                [ No Failures to Show ]

---------------------- End of Analysis ----------------------


---------------------- Begin  Analysis ----------------------
Output for input file ./input/input254.in
Bitvector: 0111000111011001000001010111111100000100111011101111111010101000111100110011001011001011000010101011111001101000101 (length: 115)
RESULT name=benjamin_claus time=7 space=10368
Output comparisons: 460 (cs: 460, cpp: 461)
   Query            Expected (C#)        Returned (C++)

                [ No Failures to Show ]

---------------------- End of Analysis ----------------------


---------------------- Begin  Analysis ----------------------
Output for input file ./input/input255.in
Bitvector: 00111110011110011111111111100110110000101010101000000000100110101001000010100011001001011100001101110010110011101100100010111001110001101 (length: 137)
RESULT name=benjamin_claus time=8 space=17408
Output comparisons: 548 (cs: 548, cpp: 549)
   Query            Expected (C#)        Returned (C++)

                [ No Failures to Show ]

---------------------- End of Analysis ----------------------


---------------------- Begin  Analysis ----------------------
Output for input file ./input/input256.in
Bitvector: 0010011000110111001100111010011011000011111001101100011111010111100111000111111001011111101101111010 (length: 100)
RESULT name=benjamin_claus time=6 space=10368
Output comparisons: 400 (cs: 400, cpp: 401)
   Query            Expected (C#)        Returned (C++)

                [ No Failures to Show ]

---------------------- End of Analysis ----------------------


---------------------- Begin  Analysis ----------------------
Output for input file ./input/input257.in
Bitvector: 00110010101000011000000001011001100000110011100011010001000101000000000110111101100000011101000100001110011111000011100000000111101000010110010101 (length: 146)
RESULT name=benjamin_claus time=9 space=15296
Output comparisons: 584 (cs: 584, cpp: 585)
   Query            Expected (C#)        Returned (C++)

                [ No Failures to Show ]

---------------------- End of Analysis ----------------------


---------------------- Begin  Analysis ----------------------
Output for input file ./input/input258.in
Bitvector: 01011101001101101011011100011110000000111 (length: 41)
RESULT name=benjamin_claus time=2 space=7680
Output comparisons: 164 (cs: 164, cpp: 165)
   Query            Expected (C#)        Returned (C++)

                [ No Failures to Show ]

---------------------- End of Analysis ----------------------


---------------------- Begin  Analysis ----------------------
Output for input file ./input/input259.in
Bitvector: 1110111001111011010011100000010010001000001110010101010001100011101000101011100010010100010100111010 (length: 100)
RESULT name=benjamin_claus time=6 space=10368
Output comparisons: 400 (cs: 400, cpp: 401)
   Query            Expected (C#)        Returned (C++)

                [ No Failures to Show ]

---------------------- End of Analysis ----------------------


---------------------- Begin  Analysis ----------------------
Output for input file ./input/input260.in
Bitvector: 0001111000000011110100001010000101000011000010000100110 (length: 55)
RESULT name=benjamin_claus time=3 space=7680
Output comparisons: 220 (cs: 220, cpp: 221)
   Query            Expected (C#)        Returned (C++)

                [ No Failures to Show ]

---------------------- End of Analysis ----------------------


---------------------- Begin  Analysis ----------------------
Output for input file ./input/input261.in
Bitvector: 00111100011110110100000100010010001110100101110101110101111101010001010001101 (length: 77)
RESULT name=benjamin_claus time=4 space=10368
Output comparisons: 308 (cs: 308, cpp: 309)
   Query            Expected (C#)        Returned (C++)

                [ No Failures to Show ]

---------------------- End of Analysis ----------------------


---------------------- Begin  Analysis ----------------------
Output for input file ./input/input262.in
Bitvector: 11100110101011000100111101001010000010011101010011110111011100001110001110011010001010100 (length: 89)
RESULT name=benjamin_claus time=5 space=10368
Output comparisons: 356 (cs: 356, cpp: 357)
   Query            Expected (C#)        Returned (C++)

                [ No Failures to Show ]

---------------------- End of Analysis ----------------------


---------------------- Begin  Analysis ----------------------
Output for input file ./input/input263.in
Bitvector: 10001000000000111100000100100111101110000001001100111000100110001111101010011101011100001001111100001110010011000011111111111110101010010100101 (length: 143)
RESULT name=benjamin_claus time=9 space=17408
Output comparisons: 572 (cs: 572, cpp: 573)
   Query            Expected (C#)        Returned (C++)

                [ No Failures to Show ]

---------------------- End of Analysis ----------------------


---------------------- Begin  Analysis ----------------------
Output for input file ./input/input264.in
Bitvector: 0100101010 (length: 10)
RESULT name=benjamin_claus time=0 space=7680
Output comparisons: 40 (cs: 40, cpp: 41)
   Query            Expected (C#)        Returned (C++)

                [ No Failures to Show ]

---------------------- End of Analysis ----------------------


---------------------- Begin  Analysis ----------------------
Output for input file ./input/input265.in
Bitvector: 00001100110110010000110001100010010010101111101000110100011000111101001011010001000000001000010011001001100010100011001001010111111101100 (length: 137)
RESULT name=benjamin_claus time=8 space=15296
Output comparisons: 548 (cs: 548, cpp: 549)
   Query            Expected (C#)        Returned (C++)

                [ No Failures to Show ]

---------------------- End of Analysis ----------------------


---------------------- Begin  Analysis ----------------------
Output for input file ./input/input266.in
Bitvector: 0101100111111110100001111010101101001010011000010001101001101101010110001110100011010001001001001011111111001000 (length: 112)
RESULT name=benjamin_claus time=7 space=10368
Output comparisons: 448 (cs: 448, cpp: 449)
   Query            Expected (C#)        Returned (C++)

                [ No Failures to Show ]

---------------------- End of Analysis ----------------------


---------------------- Begin  Analysis ----------------------
Output for input file ./input/input267.in
Bitvector: 10010011001110110111110001110001011011011011010001011 (length: 53)
RESULT name=benjamin_claus time=3 space=7680
Output comparisons: 212 (cs: 212, cpp: 213)
   Query            Expected (C#)        Returned (C++)

                [ No Failures to Show ]

---------------------- End of Analysis ----------------------


---------------------- Begin  Analysis ----------------------
Output for input file ./input/input268.in
Bitvector: 1100010011110111111001010100111111000110001000 (length: 46)
RESULT name=benjamin_claus time=2 space=7680
Output comparisons: 184 (cs: 184, cpp: 185)
   Query            Expected (C#)        Returned (C++)

                [ No Failures to Show ]

---------------------- End of Analysis ----------------------


---------------------- Begin  Analysis ----------------------
Output for input file ./input/input269.in
Bitvector: 11110111000110111000000000011101101101000010111100111000100001000100110100110001100001001010111110 (length: 98)
RESULT name=benjamin_claus time=6 space=10368
Output comparisons: 392 (cs: 392, cpp: 393)
   Query            Expected (C#)        Returned (C++)

                [ No Failures to Show ]

---------------------- End of Analysis ----------------------


---------------------- Begin  Analysis ----------------------
Output for input file ./input/input270.in
Bitvector: 100111001010000000011001000010101010110001110011100011000101101101011101110100100000001011001100110110001100000 (length: 111)
RESULT name=benjamin_claus time=7 space=10368
Output comparisons: 444 (cs: 444, cpp: 445)
   Query            Expected (C#)        Returned (C++)

                [ No Failures to Show ]

---------------------- End of Analysis ----------------------


---------------------- Begin  Analysis ----------------------
Output for input file ./input/input271.in
Bitvector: 0000010010110001111110000101011110110110000110000100100010101001110111100000000010000101111010000100000101101000000100011110010001000000011 (length: 139)
RESULT name=benjamin_claus time=8 space=15296
Output comparisons: 556 (cs: 556, cpp: 557)
   Query            Expected (C#)        Returned (C++)

                [ No Failures to Show ]

---------------------- End of Analysis ----------------------


---------------------- Begin  Analysis ----------------------
Output for input file ./input/input272.in
Bitvector: 00000001011000001101110 (length: 23)
RESULT name=benjamin_claus time=1 space=7680
Output comparisons: 92 (cs: 92, cpp: 93)
   Query            Expected (C#)        Returned (C++)

                [ No Failures to Show ]

---------------------- End of Analysis ----------------------


---------------------- Begin  Analysis ----------------------
Output for input file ./input/input273.in
Bitvector: 111000000010101111010101111011000011111001101001101101011010010000011110101111000111001100001000101011110100100011000 (length: 117)
RESULT name=benjamin_claus time=7 space=10368
Output comparisons: 468 (cs: 468, cpp: 469)
   Query            Expected (C#)        Returned (C++)

                [ No Failures to Show ]

---------------------- End of Analysis ----------------------


---------------------- Begin  Analysis ----------------------
Output for input file ./input/input274.in
Bitvector: 110010010010101110000011010001101000000010000111011110000111111111000000000110111011111111000011100010100010110010010101000100010111011000100000 (length: 144)
RESULT name=benjamin_claus time=9 space=17408
Output comparisons: 576 (cs: 576, cpp: 577)
   Query            Expected (C#)        Returned (C++)

                [ No Failures to Show ]

---------------------- End of Analysis ----------------------


---------------------- Begin  Analysis ----------------------
Output for input file ./input/input275.in
Bitvector: 0110011010101001000111111101000000010111100100101010110 (length: 55)
RESULT name=benjamin_claus time=3 space=7680
Output comparisons: 220 (cs: 220, cpp: 221)
   Query            Expected (C#)        Returned (C++)

                [ No Failures to Show ]

---------------------- End of Analysis ----------------------


---------------------- Begin  Analysis ----------------------
Output for input file ./input/input276.in
Bitvector: 0011000000110010010110000011100011001100100110010110101101100010001101101000000101001000 (length: 88)
RESULT name=benjamin_claus time=5 space=10368
Output comparisons: 352 (cs: 352, cpp: 353)
   Query            Expected (C#)        Returned (C++)

                [ No Failures to Show ]

---------------------- End of Analysis ----------------------


---------------------- Begin  Analysis ----------------------
Output for input file ./input/input277.in
Bitvector: 1110111010000100110011111001001010001111110101101111101010101111101101 (length: 70)
RESULT name=benjamin_claus time=4 space=10368
Output comparisons: 280 (cs: 280, cpp: 281)
   Query            Expected (C#)        Returned (C++)

                [ No Failures to Show ]

---------------------- End of Analysis ----------------------


---------------------- Begin  Analysis ----------------------
Output for input file ./input/input278.in
Bitvector: 01110111110010110011100011000000001101101001 (length: 44)
RESULT name=benjamin_claus time=2 space=7680
Output comparisons: 176 (cs: 176, cpp: 177)
   Query            Expected (C#)        Returned (C++)

                [ No Failures to Show ]

---------------------- End of Analysis ----------------------


---------------------- Begin  Analysis ----------------------
Output for input file ./input/input279.in
Bitvector: 0111100110011 (length: 13)
RESULT name=benjamin_claus time=0 space=7680
Output comparisons: 52 (cs: 52, cpp: 53)
   Query            Expected (C#)        Returned (C++)

                [ No Failures to Show ]

---------------------- End of Analysis ----------------------


---------------------- Begin  Analysis ----------------------
Output for input file ./input/input280.in
Bitvector: 110111101010111111101101011 (length: 27)
RESULT name=benjamin_claus time=1 space=7680
Output comparisons: 108 (cs: 108, cpp: 109)
   Query            Expected (C#)        Returned (C++)

                [ No Failures to Show ]

---------------------- End of Analysis ----------------------


---------------------- Begin  Analysis ----------------------
Output for input file ./input/input281.in
Bitvector: 1000101110110111100111100011000011111100000101111111101011010010011010000000000011101101011111001000111110001000101110100000000111000111000 (length: 139)
RESULT name=benjamin_claus time=8 space=17408
Output comparisons: 556 (cs: 556, cpp: 557)
   Query            Expected (C#)        Returned (C++)

                [ No Failures to Show ]

---------------------- End of Analysis ----------------------


---------------------- Begin  Analysis ----------------------
Output for input file ./input/input282.in
Bitvector: 00111101001101000001110101010100010100001101010101001101001010100100011110001100111011111011100000111010100000011101010100110100010001000101 (length: 140)
RESULT name=benjamin_claus time=9 space=17408
Output comparisons: 560 (cs: 560, cpp: 561)
   Query            Expected (C#)        Returned (C++)

                [ No Failures to Show ]

---------------------- End of Analysis ----------------------


---------------------- Begin  Analysis ----------------------
Output for input file ./input/input283.in
Bitvector: 010110110000110011010001011010101100101001100111011001100101000111000001010000011101 (length: 84)
RESULT name=benjamin_claus time=5 space=10368
Output comparisons: 336 (cs: 336, cpp: 337)
   Query            Expected (C#)        Returned (C++)

                [ No Failures to Show ]

---------------------- End of Analysis ----------------------


---------------------- Begin  Analysis ----------------------
Output for input file ./input/input284.in
Bitvector: 11111010010000100110011110011100011110011010110110100010100001001001010011100010110010 (length: 86)
RESULT name=benjamin_claus time=5 space=10368
Output comparisons: 344 (cs: 344, cpp: 345)
   Query            Expected (C#)        Returned (C++)

                [ No Failures to Show ]

---------------------- End of Analysis ----------------------


---------------------- Begin  Analysis ----------------------
Output for input file ./input/input285.in
Bitvector: 111111110110111110011101 (length: 24)
RESULT name=benjamin_claus time=1 space=7680
Output comparisons: 96 (cs: 96, cpp: 97)
   Query            Expected (C#)        Returned (C++)

                [ No Failures to Show ]

---------------------- End of Analysis ----------------------


---------------------- Begin  Analysis ----------------------
Output for input file ./input/input286.in
Bitvector: 001101110000101100001100001111111000001011010001101101011111011000010000101011101100111101111110111011111001101000101111100111000 (length: 129)
RESULT name=benjamin_claus time=8 space=15296
Output comparisons: 516 (cs: 516, cpp: 517)
   Query            Expected (C#)        Returned (C++)

                [ No Failures to Show ]

---------------------- End of Analysis ----------------------


---------------------- Begin  Analysis ----------------------
Output for input file ./input/input287.in
Bitvector: 1001100000010000101100000100011110100001 (length: 40)
RESULT name=benjamin_claus time=2 space=7680
Output comparisons: 160 (cs: 160, cpp: 161)
   Query            Expected (C#)        Returned (C++)

                [ No Failures to Show ]

---------------------- End of Analysis ----------------------


---------------------- Begin  Analysis ----------------------
Output for input file ./input/input288.in
Bitvector: 01001111001011101110010000000100100011101011001000011010010111 (length: 62)
RESULT name=benjamin_claus time=3 space=7680
Output comparisons: 248 (cs: 248, cpp: 249)
   Query            Expected (C#)        Returned (C++)

                [ No Failures to Show ]

---------------------- End of Analysis ----------------------


---------------------- Begin  Analysis ----------------------
Output for input file ./input/input289.in
Bitvector: 011010001011101111111010110000 (length: 30)
RESULT name=benjamin_claus time=1 space=7680
Output comparisons: 120 (cs: 120, cpp: 121)
   Query            Expected (C#)        Returned (C++)

                [ No Failures to Show ]

---------------------- End of Analysis ----------------------


---------------------- Begin  Analysis ----------------------
Output for input file ./input/input290.in
Bitvector: 10011001110 (length: 11)
RESULT name=benjamin_claus time=0 space=7680
Output comparisons: 44 (cs: 44, cpp: 45)
   Query            Expected (C#)        Returned (C++)

                [ No Failures to Show ]

---------------------- End of Analysis ----------------------


---------------------- Begin  Analysis ----------------------
Output for input file ./input/input291.in
Bitvector: 0111110001101000001011000100000100100110011010001110100011110110010100010011010110000001000110011000011010 (length: 106)
RESULT name=benjamin_claus time=6 space=10368
Output comparisons: 424 (cs: 424, cpp: 425)
   Query            Expected (C#)        Returned (C++)

                [ No Failures to Show ]

---------------------- End of Analysis ----------------------


---------------------- Begin  Analysis ----------------------
Output for input file ./input/input292.in
Bitvector: 10000010110111100000110101100010110001101110100000101100100011011011010101 (length: 74)
RESULT name=benjamin_claus time=4 space=10368
Output comparisons: 296 (cs: 296, cpp: 297)
   Query            Expected (C#)        Returned (C++)

                [ No Failures to Show ]

---------------------- End of Analysis ----------------------


---------------------- Begin  Analysis ----------------------
Output for input file ./input/input293.in
Bitvector: 111101010000111001011111110101111001000010101000011100100100010000110111000110001110011001110000101010010110001101011 (length: 117)
RESULT name=benjamin_claus time=7 space=10368
Output comparisons: 468 (cs: 468, cpp: 469)
   Query            Expected (C#)        Returned (C++)

                [ No Failures to Show ]

---------------------- End of Analysis ----------------------


---------------------- Begin  Analysis ----------------------
Output for input file ./input/input294.in
Bitvector: 01010011100111000100000010000001101100111011100111110110101101000011100010001100011111110101 (length: 92)
RESULT name=benjamin_claus time=5 space=10368
Output comparisons: 368 (cs: 368, cpp: 369)
   Query            Expected (C#)        Returned (C++)

                [ No Failures to Show ]

---------------------- End of Analysis ----------------------


---------------------- Begin  Analysis ----------------------
Output for input file ./input/input295.in
Bitvector: 010001000010111011001000100110111110011000101111110000 (length: 54)
RESULT name=benjamin_claus time=3 space=7680
Output comparisons: 216 (cs: 216, cpp: 217)
   Query            Expected (C#)        Returned (C++)

                [ No Failures to Show ]

---------------------- End of Analysis ----------------------


---------------------- Begin  Analysis ----------------------
Output for input file ./input/input296.in
Bitvector: 110011011000111101101101100000111101001000001111110100111010011011001000011101001101001001101 (length: 93)
RESULT name=benjamin_claus time=5 space=10368
Output comparisons: 372 (cs: 372, cpp: 373)
   Query            Expected (C#)        Returned (C++)

                [ No Failures to Show ]

---------------------- End of Analysis ----------------------


---------------------- Begin  Analysis ----------------------
Output for input file ./input/input297.in
Bitvector: 10010110000001010110011101001001100001011010100110100011111111110111101110011110110000110001111111011001000000010 (length: 113)
RESULT name=benjamin_claus time=7 space=10368
Output comparisons: 452 (cs: 452, cpp: 453)
   Query            Expected (C#)        Returned (C++)

                [ No Failures to Show ]

---------------------- End of Analysis ----------------------


---------------------- Begin  Analysis ----------------------
Output for input file ./input/input298.in
Bitvector: 10000010110100000101101001001110101010000111001010010001101001101111110011000010 (length: 80)
RESULT name=benjamin_claus time=5 space=10368
Output comparisons: 320 (cs: 320, cpp: 321)
   Query            Expected (C#)        Returned (C++)

                [ No Failures to Show ]

---------------------- End of Analysis ----------------------


---------------------- Begin  Analysis ----------------------
Output for input file ./input/input299.in
Bitvector: 100100001111100100100101010000011000001100110010101101101011101110111101100100110000000101000101100101110100000001010001011100101111000010111 (length: 141)
RESULT name=benjamin_claus time=9 space=17408
Output comparisons: 564 (cs: 564, cpp: 565)
   Query            Expected (C#)        Returned (C++)

                [ No Failures to Show ]

---------------------- End of Analysis ----------------------


---------------------- Begin  Analysis ----------------------
Output for input file ./input/input300.in
Bitvector: 101101110011011000010011111 (length: 27)
RESULT name=benjamin_claus time=1 space=7680
Output comparisons: 108 (cs: 108, cpp: 109)
   Query            Expected (C#)        Returned (C++)

                [ No Failures to Show ]

---------------------- End of Analysis ----------------------


---------------------- Begin  Analysis ----------------------
Output for input file ./input/input301.in
Bitvector: 0011010010100010100010101111010011011101000010010010110111011100010000010100001010010001110110111011100000110 (length: 109)
RESULT name=benjamin_claus time=6 space=10368
Output comparisons: 436 (cs: 436, cpp: 437)
   Query            Expected (C#)        Returned (C++)

                [ No Failures to Show ]

---------------------- End of Analysis ----------------------


---------------------- Begin  Analysis ----------------------
Output for input file ./input/input302.in
Bitvector: 000110011000101111100010010100 (length: 30)
RESULT name=benjamin_claus time=1 space=7680
Output comparisons: 120 (cs: 120, cpp: 121)
   Query            Expected (C#)        Returned (C++)

                [ No Failures to Show ]

---------------------- End of Analysis ----------------------


---------------------- Begin  Analysis ----------------------
Output for input file ./input/input303.in
Bitvector: 111101000111011010000011100010010110000111010101111100010010011101110110101111001100010101110010001110100000010 (length: 111)
RESULT name=benjamin_claus time=7 space=10368
Output comparisons: 444 (cs: 444, cpp: 445)
   Query            Expected (C#)        Returned (C++)

                [ No Failures to Show ]

---------------------- End of Analysis ----------------------


---------------------- Begin  Analysis ----------------------
Output for input file ./input/input304.in
Bitvector: 1001011000100011100010101100000111001111101110011001010110100110111 (length: 67)
RESULT name=benjamin_claus time=4 space=10368
Output comparisons: 268 (cs: 268, cpp: 269)
   Query            Expected (C#)        Returned (C++)

                [ No Failures to Show ]

---------------------- End of Analysis ----------------------


---------------------- Begin  Analysis ----------------------
Output for input file ./input/input305.in
Bitvector: 100011000010011111100101011111111100011111101010110100011000011000111111100010111100011010000011000001000010000001100010000 (length: 123)
RESULT name=benjamin_claus time=6 space=12480
Output comparisons: 492 (cs: 492, cpp: 493)
   Query            Expected (C#)        Returned (C++)

                [ No Failures to Show ]

---------------------- End of Analysis ----------------------


---------------------- Begin  Analysis ----------------------
Output for input file ./input/input306.in
Bitvector: 10010010011111010010101111111100011101111000000 (length: 47)
RESULT name=benjamin_claus time=3 space=7680
Output comparisons: 188 (cs: 188, cpp: 189)
   Query            Expected (C#)        Returned (C++)

                [ No Failures to Show ]

---------------------- End of Analysis ----------------------


---------------------- Begin  Analysis ----------------------
Output for input file ./input/input307.in
Bitvector: 0110000110100010000000101001000111110101100000110 (length: 49)
RESULT name=benjamin_claus time=3 space=7680
Output comparisons: 196 (cs: 196, cpp: 197)
   Query            Expected (C#)        Returned (C++)

                [ No Failures to Show ]

---------------------- End of Analysis ----------------------


---------------------- Begin  Analysis ----------------------
Output for input file ./input/input308.in
Bitvector: 101101101100100011110101010000001111011100001100101 (length: 51)
RESULT name=benjamin_claus time=3 space=7680
Output comparisons: 204 (cs: 204, cpp: 205)
   Query            Expected (C#)        Returned (C++)

                [ No Failures to Show ]

---------------------- End of Analysis ----------------------


---------------------- Begin  Analysis ----------------------
Output for input file ./input/input309.in
Bitvector: 1111101010001111011010111000111111 (length: 34)
RESULT name=benjamin_claus time=2 space=7680
Output comparisons: 136 (cs: 136, cpp: 137)
   Query            Expected (C#)        Returned (C++)

                [ No Failures to Show ]

---------------------- End of Analysis ----------------------


---------------------- Begin  Analysis ----------------------
Output for input file ./input/input310.in
Bitvector: 1101101010100010110101010101111111110111010100101100000011010100110010100011010001110001001101000111000110000 (length: 109)
RESULT name=benjamin_claus time=7 space=10368
Output comparisons: 436 (cs: 436, cpp: 437)
   Query            Expected (C#)        Returned (C++)

                [ No Failures to Show ]

---------------------- End of Analysis ----------------------


---------------------- Begin  Analysis ----------------------
Output for input file ./input/input311.in
Bitvector: 11001110001000111010101111011001010001110111000010111101010010000110010100001000111100010100110001110001101100 (length: 110)
RESULT name=benjamin_claus time=7 space=10368
Output comparisons: 440 (cs: 440, cpp: 441)
   Query            Expected (C#)        Returned (C++)

                [ No Failures to Show ]

---------------------- End of Analysis ----------------------


---------------------- Begin  Analysis ----------------------
Output for input file ./input/input312.in
Bitvector: 11001110101100010000111101101000011000101100001001010110010000100110010101111101011110100000101010100 (length: 101)
RESULT name=benjamin_claus time=6 space=10368
Output comparisons: 404 (cs: 404, cpp: 405)
   Query            Expected (C#)        Returned (C++)

                [ No Failures to Show ]

---------------------- End of Analysis ----------------------


---------------------- Begin  Analysis ----------------------
Output for input file ./input/input313.in
Bitvector: 00100101000001000000000011100000100001110011001101000000110001100001001100000101001110011100100 (length: 95)
RESULT name=benjamin_claus time=6 space=10368
Output comparisons: 380 (cs: 380, cpp: 381)
   Query            Expected (C#)        Returned (C++)

                [ No Failures to Show ]
